OverallQual,GarageCars,GrLivArea,ExterQual,TotalBsmtSF,BsmtQual,FullBath,BsmtFinSF1,KitchenQual,YearBuilt,Neighborhood,CentralAir,2ndFlrSF,LotArea,OverallCond,FireplaceQu,YearRemodAdd,GarageFinish,KitchenAbvGr,GarageType,LandContour,MSZoning,LotFrontage,SaleCondition,BsmtFullBath,RoofMatl,BsmtExposure,HalfBath,BedroomAbvGr,GarageYrBlt,BsmtFinType1,SalePrice
8,3,1939,2.0,1095,2.0,2,0,2.0,2006,21.0,1.0,844,10728,5,4.0,2006,2.0,1,5.0,3.0,1.0,84.0,5.0,0,1.0,2.0,1,3,2006,6.0,266000
7,2,1363,3.0,1385,2.0,1,226,3.0,1954,4.0,1.0,0,39104,7,3.0,2005,1.0,1,5.0,2.0,3.0,73.0,4.0,1,2.0,1.0,0,2,1954,3.0,241500
8,3,2270,2.0,1152,2.0,2,524,2.0,1999,15.0,1.0,1106,11764,7,4.0,2007,3.0,1,5.0,3.0,3.0,92.0,4.0,0,1.0,3.0,1,4,1999,2.0,290000
6,1,1632,3.0,1240,4.0,2,620,3.0,1958,12.0,1.0,0,9600,6,4.0,1988,2.0,1,5.0,3.0,3.0,80.0,4.0,1,1.0,3.0,0,3,1958,5.0,139000
5,1,816,3.0,816,4.0,1,546,3.0,1982,11.0,1.0,0,8314,7,0.0,1982,1.0,1,5.0,3.0,3.0,76.0,4.0,0,1.0,1.0,0,2,1982,0.0,124500
7,2,1548,2.0,952,4.0,2,0,0.0,1925,3.0,0.0,596,7264,7,0.0,2007,1.0,1,1.0,3.0,3.0,55.0,4.0,0,1.0,3.0,1,3,1978,6.0,205000
7,2,1560,2.0,1560,0.0,2,0,2.0,2003,11.0,1.0,0,9196,5,0.0,2003,3.0,1,5.0,3.0,3.0,129.0,4.0,0,1.0,3.0,0,3,2003,6.0,201000
4,2,864,3.0,864,4.0,1,120,3.0,1951,8.0,1.0,0,19138,5,0.0,1951,1.0,1,1.0,3.0,3.0,140.0,4.0,0,1.0,3.0,0,2,1951,3.0,141000
9,3,2121,0.0,2121,0.0,2,0,0.0,2006,16.0,1.0,0,14450,5,5.0,2007,3.0,1,5.0,3.0,3.0,107.0,5.0,0,1.0,1.0,1,3,2007,6.0,415298
7,2,2022,3.0,1160,2.0,2,392,3.0,1977,4.0,1.0,866,10005,5,3.0,1977,3.0,1,5.0,3.0,3.0,83.0,4.0,0,1.0,3.0,1,4,1977,1.0,192000
7,2,1982,2.0,807,2.0,2,421,2.0,1989,20.0,1.0,807,11287,6,3.0,1989,3.0,1,5.0,3.0,3.0,82.0,4.0,0,1.0,0.0,1,3,1989,2.0,228500
6,2,1262,2.0,1262,2.0,2,905,2.0,2006,21.0,1.0,0,7200,5,0.0,2006,3.0,1,5.0,3.0,1.0,60.0,5.0,0,1.0,3.0,0,2,2006,2.0,185000
7,2,1314,2.0,1314,2.0,2,904,2.0,2007,16.0,1.0,0,5063,5,4.0,2008,2.0,1,5.0,3.0,3.0,34.0,4.0,1,1.0,3.0,0,2,2008,2.0,207500
8,3,1468,2.0,1468,2.0,2,0,2.0,2008,21.0,1.0,0,9612,5,4.0,2009,3.0,1,5.0,3.0,3.0,74.0,5.0,0,1.0,3.0,0,3,2008,6.0,244600
6,2,1575,2.0,1575,2.0,2,430,2.0,1992,20.0,1.0,0,8012,5,0.0,1992,2.0,1,5.0,3.0,3.0,50.0,4.0,1,1.0,3.0,0,2,1992,2.0,179200
7,2,1250,2.0,625,2.0,2,0,2.0,2006,21.0,1.0,625,4251,5,0.0,2007,2.0,1,1.0,3.0,1.0,35.0,5.0,0,1.0,3.0,1,2,2006,6.0,164700
6,2,1734,3.0,912,4.0,1,600,2.0,1962,12.0,1.0,649,9786,7,4.0,1981,2.0,1,5.0,0.0,3.0,77.0,4.0,0,1.0,3.0,1,3,1962,5.0,159000
4,0,858,3.0,858,4.0,1,614,3.0,1971,12.0,1.0,0,8125,4,0.0,1971,0.0,1,0.0,3.0,3.0,0.0,4.0,0,1.0,3.0,0,3,0,1.0,88000
5,1,900,3.0,882,4.0,1,450,3.0,1967,19.0,1.0,0,9819,5,0.0,1967,1.0,1,1.0,3.0,3.0,0.0,4.0,0,1.0,3.0,0,3,1970,1.0,122000
6,1,1396,3.0,698,4.0,1,0,3.0,1915,3.0,1.0,698,8730,7,0.0,2003,1.0,1,1.0,3.0,3.0,60.0,4.0,0,1.0,3.0,0,3,2003,6.0,153575
8,2,1919,2.0,1079,2.0,2,0,2.0,2006,5.0,1.0,840,15611,5,4.0,2006,2.0,1,5.0,3.0,3.0,120.0,5.0,0,1.0,0.0,1,3,2006,6.0,233230
5,0,1716,3.0,780,4.0,2,210,1.0,1912,18.0,0.0,780,5687,6,0.0,2000,0.0,1,0.0,0.0,3.0,55.0,4.0,1,1.0,3.0,0,6,0,5.0,135900
5,1,1716,3.0,768,4.0,1,292,3.0,1949,7.0,1.0,568,11409,4,4.0,2008,1.0,1,5.0,3.0,3.0,60.0,4.0,0,1.0,3.0,1,3,1949,3.0,131000
7,2,2263,3.0,795,4.0,2,795,2.0,1977,14.0,1.0,795,16659,7,3.0,1994,3.0,1,5.0,3.0,3.0,0.0,4.0,1,1.0,3.0,1,3,1977,0.0,235000
6,2,1644,3.0,1416,4.0,1,1285,3.0,1953,12.0,1.0,0,9600,5,4.0,1953,3.0,1,5.0,3.0,3.0,80.0,4.0,1,1.0,3.0,0,3,1953,2.0,167000
6,2,1003,3.0,1003,4.0,1,819,3.0,1984,11.0,1.0,0,7937,6,0.0,1984,1.0,1,1.0,3.0,3.0,37.0,4.0,1,1.0,0.0,0,3,1984,2.0,142500
5,1,1558,3.0,910,4.0,1,420,3.0,1950,9.0,1.0,648,13710,5,0.0,1950,1.0,1,5.0,3.0,4.0,75.0,4.0,0,1.0,3.0,1,4,1950,1.0,152000
7,2,1950,2.0,975,2.0,2,649,2.0,1997,21.0,1.0,975,7399,5,3.0,1998,2.0,1,1.0,3.0,1.0,66.0,4.0,0,1.0,3.0,1,3,1997,1.0,239000
6,2,1743,2.0,702,4.0,1,384,3.0,1968,14.0,1.0,702,11700,6,4.0,1968,1.0,1,5.0,3.0,3.0,90.0,4.0,0,1.0,3.0,2,3,1968,0.0,175000
6,1,1152,3.0,1092,4.0,1,0,2.0,1950,6.0,1.0,0,14000,8,4.0,2004,1.0,1,5.0,3.0,3.0,80.0,3.0,0,1.0,3.0,0,3,1950,6.0,158500
5,1,1336,3.0,1165,4.0,1,841,3.0,1953,6.0,1.0,0,15750,5,4.0,1953,1.0,1,5.0,3.0,3.0,90.0,4.0,1,1.0,2.0,0,2,1953,1.0,157000
8,2,2452,2.0,1028,2.0,2,281,2.0,1998,5.0,1.0,1242,16226,5,3.0,1999,3.0,1,3.0,3.0,3.0,66.0,4.0,0,1.0,3.0,1,4,1998,2.0,267000
7,3,1541,2.0,1541,2.0,2,0,2.0,2001,5.0,1.0,0,13704,5,3.0,2002,2.0,1,5.0,3.0,3.0,118.0,4.0,0,1.0,3.0,0,3,2001,6.0,205000
5,2,894,3.0,894,4.0,1,894,3.0,1972,5.0,1.0,0,9800,7,0.0,1972,1.0,1,5.0,3.0,3.0,70.0,0.0,1,1.0,3.0,0,3,1975,0.0,149900
7,3,3493,3.0,1470,4.0,3,0,2.0,1880,17.0,1.0,1818,18386,9,5.0,2002,1.0,1,5.0,3.0,4.0,87.0,4.0,0,1.0,3.0,0,3,2003,6.0,295000
8,3,2000,2.0,2000,2.0,2,1464,2.0,2004,5.0,1.0,0,10386,5,0.0,2005,3.0,1,5.0,3.0,3.0,80.0,4.0,1,1.0,3.0,0,3,2004,2.0,305900
7,3,2243,2.0,700,2.0,2,700,2.0,1990,20.0,1.0,1121,13474,5,3.0,1991,2.0,1,5.0,3.0,3.0,116.0,4.0,1,1.0,3.0,1,4,1990,0.0,225000
6,0,1406,3.0,319,4.0,1,0,1.0,1920,9.0,1.0,371,7920,7,0.0,1950,0.0,1,0.0,3.0,4.0,0.0,4.0,0,1.0,3.0,0,3,0,6.0,89500
4,2,861,3.0,861,4.0,1,262,3.0,1940,7.0,1.0,0,12342,5,0.0,1950,1.0,1,1.0,3.0,3.0,0.0,4.0,0,1.0,3.0,0,1,1961,1.0,82500
9,3,1944,2.0,1896,0.0,2,1274,0.0,2003,16.0,1.0,0,12378,5,5.0,2004,3.0,1,5.0,3.0,3.0,90.0,4.0,1,1.0,1.0,0,3,2003,2.0,360000
6,2,1501,3.0,697,2.0,2,518,2.0,1993,8.0,1.0,804,7685,5,3.0,1994,3.0,1,5.0,3.0,3.0,0.0,4.0,0,1.0,3.0,1,3,1993,0.0,165600
6,1,972,3.0,972,4.0,1,680,3.0,1948,12.0,1.0,0,8000,6,4.0,2002,1.0,1,1.0,3.0,3.0,50.0,4.0,1,1.0,3.0,0,2,1948,0.0,132000
5,2,1118,3.0,793,2.0,1,507,3.0,1939,17.0,1.0,325,7800,7,4.0,1950,1.0,1,1.0,3.0,4.0,65.0,4.0,1,1.0,2.0,0,3,1939,5.0,119900
7,2,2036,3.0,2136,2.0,2,1236,3.0,1965,23.0,1.0,0,215245,5,4.0,1965,2.0,1,5.0,2.0,3.0,150.0,4.0,2,1.0,1.0,0,3,1965,0.0,375000
7,2,1641,3.0,728,4.0,1,16,0.0,1925,17.0,1.0,809,9600,7,4.0,1990,1.0,1,1.0,3.0,4.0,60.0,4.0,0,1.0,3.0,1,3,1925,3.0,178000
7,2,1432,2.0,716,2.0,2,425,2.0,2004,8.0,1.0,716,7795,5,4.0,2005,3.0,1,5.0,3.0,3.0,71.0,4.0,1,1.0,3.0,1,3,2004,2.0,188500
7,2,2353,2.0,845,2.0,2,692,0.0,1980,14.0,1.0,1200,13005,7,3.0,1980,2.0,1,5.0,3.0,3.0,94.0,4.0,1,1.0,3.0,1,4,1983,2.0,260000
8,3,1959,2.0,1088,2.0,2,0,2.0,2006,21.0,1.0,871,9000,5,4.0,2006,2.0,1,5.0,3.0,1.0,75.0,4.0,0,1.0,0.0,1,3,2006,6.0,270000
7,3,2646,2.0,1347,2.0,2,987,2.0,1993,15.0,1.0,1274,9900,5,3.0,1993,2.0,1,5.0,2.0,3.0,90.0,4.0,1,1.0,1.0,1,4,1993,2.0,260000
7,2,1472,3.0,1372,2.0,2,1036,3.0,1980,14.0,1.0,0,14115,5,3.0,1980,1.0,1,5.0,3.0,3.0,0.0,4.0,1,1.0,0.0,0,3,1980,2.0,187500
9,3,2596,3.0,1249,0.0,3,0,2.0,2006,16.0,1.0,1347,16259,5,0.0,2006,2.0,1,5.0,3.0,3.0,111.0,5.0,0,1.0,0.0,1,4,2006,6.0,342643
8,3,2468,2.0,1136,0.0,2,970,2.0,2004,16.0,1.0,1332,12099,5,4.0,2004,3.0,1,3.0,3.0,3.0,99.0,4.0,1,1.0,0.0,1,4,2004,2.0,354000
7,2,2730,2.0,1502,4.0,2,28,2.0,1986,20.0,1.0,1177,10380,5,3.0,1987,3.0,1,5.0,3.0,3.0,86.0,4.0,1,1.0,1.0,1,4,1987,3.0,301000
3,1,1163,3.0,1162,4.0,1,256,3.0,1955,17.0,1.0,0,5820,8,0.0,2005,1.0,1,5.0,3.0,4.0,49.0,4.0,1,1.0,3.0,0,3,1955,0.0,126175
7,2,2978,2.0,710,2.0,2,0,2.0,1967,12.0,1.0,1080,11275,7,4.0,2007,3.0,1,3.0,3.0,3.0,96.0,4.0,0,6.0,3.0,1,5,1961,6.0,242000
5,2,803,3.0,720,4.0,1,116,3.0,1941,9.0,0.0,0,5000,6,0.0,1950,1.0,1,1.0,3.0,4.0,50.0,4.0,0,1.0,0.0,0,2,1941,1.0,87000
8,2,1719,2.0,1719,2.0,1,1619,2.0,1993,24.0,1.0,0,10846,5,4.0,1993,3.0,1,5.0,3.0,3.0,32.0,4.0,2,1.0,1.0,1,1,1993,2.0,324000
6,1,1383,3.0,1383,4.0,1,565,3.0,1960,12.0,1.0,0,11600,5,0.0,1960,2.0,1,5.0,3.0,3.0,80.0,4.0,0,1.0,3.0,1,3,1960,5.0,145250
6,2,2134,3.0,844,4.0,2,0,2.0,1916,3.0,0.0,689,11888,6,0.0,1994,1.0,1,1.0,0.0,3.0,0.0,4.0,0,1.0,3.0,0,5,1930,6.0,214500
5,1,1192,3.0,596,4.0,1,0,3.0,1920,9.0,0.0,596,6402,5,0.0,1950,1.0,1,1.0,3.0,4.0,60.0,4.0,0,1.0,2.0,0,3,1920,6.0,78000
5,1,1728,3.0,1728,4.0,2,40,3.0,1964,12.0,1.0,0,10624,4,0.0,1964,1.0,2,1.0,3.0,3.0,0.0,4.0,0,1.0,3.0,0,6,2002,2.0,119000
5,1,1056,3.0,1056,4.0,1,846,3.0,1958,12.0,1.0,0,8176,6,0.0,1992,2.0,1,5.0,3.0,3.0,70.0,4.0,1,1.0,3.0,0,3,1958,5.0,139000
8,3,1629,2.0,3206,2.0,2,1124,2.0,2003,16.0,1.0,0,10655,5,4.0,2004,2.0,1,5.0,3.0,3.0,85.0,4.0,1,1.0,3.0,0,3,2003,2.0,284000
7,2,1358,2.0,1358,2.0,2,720,2.0,2004,16.0,1.0,0,8198,5,4.0,2004,2.0,1,5.0,3.0,4.0,59.0,4.0,1,1.0,0.0,0,2,2004,2.0,207000
6,2,1638,3.0,943,2.0,2,828,3.0,1998,8.0,1.0,695,9042,5,3.0,1998,3.0,1,5.0,3.0,3.0,59.0,4.0,1,1.0,1.0,1,3,1998,2.0,192000
5,2,1786,3.0,1499,4.0,2,1249,3.0,1965,23.0,1.0,167,164660,6,4.0,1965,3.0,1,5.0,1.0,3.0,0.0,4.0,2,1.0,1.0,0,3,1965,0.0,228950
9,3,1922,2.0,1922,0.0,2,1249,2.0,2005,22.0,1.0,0,14157,5,4.0,2006,3.0,1,5.0,1.0,3.0,86.0,4.0,1,1.0,1.0,0,3,2005,2.0,377426
7,2,1536,2.0,1536,2.0,2,810,2.0,2002,5.0,1.0,0,9135,5,0.0,2003,2.0,1,5.0,3.0,3.0,70.0,4.0,1,1.0,0.0,0,3,2002,2.0,214000
7,2,1621,2.0,1208,2.0,2,213,2.0,1984,14.0,1.0,0,14145,7,0.0,1998,2.0,1,5.0,3.0,3.0,91.0,4.0,1,1.0,2.0,0,3,1984,0.0,202500
6,1,1215,3.0,1215,4.0,1,585,3.0,1958,12.0,1.0,0,12400,7,0.0,1998,1.0,1,5.0,3.0,3.0,66.0,4.0,0,1.0,3.0,0,3,1958,5.0,155000
8,2,1908,2.0,967,2.0,2,0,2.0,2002,23.0,1.0,915,14191,5,0.0,2002,3.0,1,5.0,3.0,3.0,85.0,4.0,0,1.0,3.0,1,4,2002,6.0,202900
4,1,841,1.0,721,4.0,1,0,3.0,1950,20.0,1.0,0,8400,4,0.0,1950,1.0,1,2.0,3.0,2.0,60.0,4.0,0,1.0,3.0,0,2,1950,6.0,82000
3,2,1040,3.0,0,3.0,2,0,3.0,1949,12.0,0.0,0,8544,4,0.0,1950,1.0,2,1.0,3.0,3.0,0.0,4.0,0,1.0,4.0,0,2,1949,4.0,87500
9,2,1684,0.0,1684,0.0,2,28,0.0,2005,16.0,1.0,0,8849,5,5.0,2005,2.0,1,5.0,3.0,3.0,63.0,4.0,0,1.0,3.0,0,2,2005,2.0,266000
5,1,1112,3.0,536,2.0,1,129,3.0,1976,10.0,1.0,576,2592,3,0.0,1976,1.0,1,5.0,3.0,4.0,36.0,4.0,0,1.0,3.0,1,3,1976,5.0,85000
6,1,1577,3.0,972,4.0,1,0,1.0,1939,3.0,1.0,605,6435,5,4.0,1950,1.0,1,1.0,3.0,3.0,65.0,4.0,0,1.0,3.0,0,3,1939,6.0,140200
6,1,958,3.0,958,4.0,1,498,3.0,1960,12.0,1.0,0,12772,8,0.0,1998,2.0,1,5.0,3.0,3.0,0.0,4.0,0,1.0,2.0,0,2,1960,1.0,151500
6,2,1478,3.0,1478,4.0,2,1270,3.0,1960,12.0,1.0,0,17600,5,4.0,1960,1.0,1,5.0,3.0,3.0,0.0,4.0,1,1.0,3.0,0,3,1960,1.0,157500
7,2,1626,2.0,764,2.0,2,573,2.0,2003,16.0,1.0,862,2448,5,0.0,2004,2.0,1,3.0,3.0,3.0,36.0,4.0,1,1.0,3.0,1,2,2003,2.0,154000
9,3,2728,0.0,1848,0.0,2,1410,0.0,2005,16.0,1.0,880,20431,5,5.0,2006,3.0,1,5.0,3.0,3.0,56.0,5.0,1,1.0,3.0,1,4,2006,2.0,437154
9,2,1869,0.0,1869,0.0,2,0,0.0,2007,16.0,1.0,0,7820,5,4.0,2007,2.0,1,5.0,3.0,3.0,68.0,5.0,0,1.0,3.0,0,2,2007,6.0,318061
7,2,1453,3.0,1453,2.0,1,1082,2.0,1986,4.0,1.0,0,5271,5,3.0,1986,2.0,1,5.0,2.0,3.0,0.0,0.0,1,1.0,1.0,1,2,1986,2.0,190000
5,1,1111,3.0,616,4.0,1,236,3.0,1941,7.0,0.0,495,9084,6,0.0,1950,1.0,1,1.0,3.0,3.0,60.0,4.0,0,1.0,2.0,0,3,1941,3.0,95000
6,2,720,3.0,624,4.0,1,0,3.0,1928,17.0,1.0,0,8520,8,0.0,2003,1.0,1,1.0,3.0,4.0,60.0,4.0,0,1.0,3.0,0,2,2005,6.0,105900
6,1,1595,3.0,940,4.0,1,388,3.0,1940,18.0,1.0,403,8400,5,4.0,2000,1.0,1,5.0,0.0,3.0,60.0,4.0,0,1.0,3.0,0,2,1940,3.0,140000
6,2,1200,2.0,1200,2.0,2,334,2.0,1995,5.0,1.0,0,11249,5,0.0,1995,2.0,1,5.0,3.0,3.0,105.0,4.0,1,1.0,3.0,0,3,1995,0.0,177500
6,2,1167,3.0,1158,2.0,2,560,2.0,1992,8.0,1.0,0,9248,6,0.0,1992,2.0,1,5.0,3.0,3.0,0.0,4.0,1,1.0,3.0,0,3,1992,2.0,173000
5,2,1142,3.0,1142,2.0,1,874,3.0,1976,10.0,1.0,0,4224,5,1.0,1976,3.0,1,5.0,3.0,4.0,44.0,4.0,1,1.0,3.0,1,3,1976,0.0,134000
5,1,1352,3.0,1062,4.0,1,300,2.0,1958,4.0,1.0,0,6930,4,0.0,1958,1.0,1,3.0,3.0,3.0,92.0,0.0,0,1.0,0.0,0,3,1958,1.0,130000
8,2,1924,2.0,1086,2.0,2,956,2.0,1998,15.0,1.0,838,12011,5,3.0,1998,2.0,1,5.0,3.0,3.0,78.0,4.0,1,1.0,0.0,1,3,1998,2.0,280000
6,2,912,3.0,888,2.0,1,773,3.0,1978,11.0,1.0,0,7540,6,3.0,1978,2.0,1,5.0,3.0,3.0,0.0,4.0,1,1.0,0.0,0,2,1978,2.0,156000
5,1,1505,3.0,883,4.0,1,399,3.0,1940,3.0,1.0,517,9144,5,0.0,1982,1.0,1,1.0,3.0,3.0,0.0,4.0,1,1.0,3.0,0,3,1940,5.0,145000
7,2,1922,2.0,0,3.0,3,0,2.0,2003,7.0,1.0,1427,7301,5,5.0,2003,2.0,1,3.0,3.0,3.0,64.0,4.0,0,1.0,4.0,0,4,2003,4.0,198500
6,1,987,3.0,483,4.0,1,162,2.0,1972,2.0,1.0,504,1680,8,0.0,2007,1.0,1,1.0,3.0,4.0,21.0,4.0,0,1.0,3.0,1,2,1972,0.0,118000
6,2,1574,3.0,796,2.0,2,712,3.0,1976,14.0,1.0,784,18800,5,3.0,1976,3.0,1,5.0,3.0,3.0,0.0,4.0,1,1.0,2.0,1,3,1976,2.0,190000
5,1,1344,3.0,672,4.0,1,456,3.0,1920,9.0,1.0,672,10690,7,0.0,1997,1.0,1,1.0,3.0,4.0,59.0,4.0,0,1.0,3.0,0,3,1964,5.0,147000
6,2,1394,3.0,1394,2.0,1,609,3.0,1963,12.0,1.0,0,9500,5,4.0,1963,2.0,1,5.0,3.0,3.0,0.0,4.0,1,1.0,3.0,1,3,1963,1.0,159000
6,1,1431,3.0,1099,2.0,1,371,3.0,1962,12.0,1.0,0,9150,5,4.0,1962,2.0,1,4.0,3.0,3.0,101.0,4.0,0,5.0,1.0,0,3,1962,2.0,165000
5,1,1268,3.0,1268,4.0,1,540,3.0,1954,12.0,1.0,0,7800,6,4.0,1954,3.0,1,5.0,3.0,3.0,78.0,4.0,0,1.0,3.0,0,2,1954,3.0,132000
5,2,1287,3.0,1063,4.0,1,72,2.0,1959,12.0,1.0,0,9830,7,4.0,2006,3.0,1,1.0,3.0,3.0,0.0,4.0,1,1.0,3.0,0,3,1997,0.0,162000
6,2,1664,3.0,953,2.0,2,0,3.0,2000,8.0,1.0,711,8121,5,3.0,2000,2.0,1,5.0,3.0,3.0,0.0,4.0,0,1.0,3.0,1,3,2000,6.0,172400
4,2,1588,3.0,0,3.0,2,0,3.0,1959,4.0,1.0,468,17120,4,4.0,1959,3.0,1,1.0,3.0,3.0,80.0,4.0,0,1.0,4.0,0,4,1991,4.0,134432
6,1,752,3.0,744,2.0,1,623,3.0,1984,20.0,1.0,0,7175,5,0.0,1984,1.0,1,5.0,3.0,3.0,50.0,4.0,1,1.0,3.0,0,2,1984,0.0,125000
5,1,1319,3.0,608,4.0,1,428,3.0,1953,12.0,1.0,0,10634,6,0.0,1953,1.0,1,5.0,3.0,3.0,79.0,4.0,1,1.0,3.0,0,3,1953,1.0,123000
7,2,1928,2.0,847,2.0,2,0,2.0,2003,5.0,1.0,1081,8200,5,4.0,2004,3.0,1,3.0,3.0,3.0,65.0,4.0,0,1.0,3.0,1,4,2003,6.0,219500
1,0,904,1.0,683,1.0,0,350,1.0,1922,7.0,0.0,0,10020,1,0.0,1950,0.0,1,0.0,2.0,3.0,0.0,4.0,1,1.0,1.0,1,1,0,1.0,61000
5,2,914,2.0,870,2.0,1,298,3.0,1996,5.0,1.0,0,8846,5,0.0,1996,1.0,1,1.0,3.0,3.0,57.0,4.0,0,1.0,0.0,0,2,1998,2.0,148000
8,2,2466,2.0,1580,2.0,3,0,2.0,2004,21.0,1.0,886,11143,5,4.0,2005,2.0,1,5.0,3.0,1.0,102.0,4.0,0,1.0,3.0,0,4,2004,6.0,340000
9,3,1856,2.0,1856,0.0,1,1445,0.0,2010,22.0,1.0,0,11394,2,5.0,2010,3.0,1,5.0,3.0,3.0,88.0,5.0,1,1.0,0.0,1,1,2010,2.0,394432
6,2,1800,3.0,982,2.0,2,0,3.0,2000,8.0,1.0,793,8123,5,3.0,2000,3.0,1,5.0,3.0,3.0,60.0,4.0,0,1.0,3.0,1,3,2000,6.0,179000
5,1,1691,3.0,1026,4.0,2,218,2.0,1924,18.0,1.0,665,5000,6,4.0,1950,1.0,1,1.0,3.0,3.0,50.0,4.0,0,1.0,3.0,0,3,1924,3.0,127000
7,2,1301,2.0,1293,2.0,2,0,2.0,2006,21.0,1.0,0,7200,5,4.0,2006,2.0,1,5.0,3.0,1.0,60.0,5.0,1,1.0,3.0,0,2,2006,6.0,187750
7,2,1797,2.0,939,2.0,2,0,2.0,2006,5.0,1.0,858,9245,5,0.0,2006,2.0,1,5.0,3.0,3.0,79.0,4.0,0,1.0,0.0,1,3,2006,6.0,213500
6,2,784,3.0,784,1.0,1,0,3.0,1928,20.0,0.0,0,9000,3,0.0,1950,1.0,1,1.0,3.0,2.0,60.0,4.0,0,1.0,3.0,0,2,1950,6.0,76000
6,2,1953,2.0,1580,2.0,2,985,2.0,1992,4.0,1.0,874,53107,5,2.0,1992,3.0,1,5.0,2.0,3.0,0.0,4.0,1,1.0,0.0,1,3,1992,2.0,240000
8,2,1269,2.0,1256,2.0,2,24,2.0,2004,0.0,1.0,0,3182,5,3.0,2005,3.0,1,5.0,3.0,3.0,43.0,4.0,0,1.0,3.0,0,2,2004,2.0,192000
5,0,1184,3.0,658,4.0,1,0,3.0,1910,7.0,1.0,526,8410,3,0.0,1996,0.0,1,0.0,3.0,3.0,58.0,1.0,0,1.0,3.0,0,5,0,6.0,81000
6,1,1125,3.0,1041,4.0,1,631,3.0,1976,7.0,1.0,0,7200,6,2.0,1976,1.0,1,1.0,3.0,3.0,72.0,0.0,1,1.0,0.0,0,3,1977,0.0,125000
7,2,1479,2.0,1468,2.0,2,0,2.0,1999,5.0,1.0,0,9382,5,0.0,2000,2.0,1,5.0,3.0,3.0,93.0,4.0,0,1.0,3.0,0,3,1999,6.0,191000
10,3,2332,0.0,1682,0.0,2,1280,0.0,2007,16.0,1.0,590,12474,5,5.0,2008,3.0,1,3.0,3.0,3.0,96.0,5.0,1,1.0,0.0,1,3,2008,2.0,426000
5,1,1367,3.0,861,4.0,1,241,3.0,1900,7.0,1.0,406,8405,8,0.0,1950,1.0,1,1.0,3.0,3.0,50.0,4.0,1,1.0,3.0,0,4,1978,5.0,119000
6,2,1961,3.0,804,0.0,2,690,2.0,2001,11.0,1.0,1157,12209,5,3.0,2002,3.0,1,3.0,3.0,3.0,71.0,4.0,1,1.0,3.0,1,3,2001,0.0,215000
5,1,882,3.0,0,3.0,1,0,3.0,1959,12.0,1.0,0,8339,7,0.0,1959,2.0,1,5.0,3.0,3.0,0.0,4.0,0,1.0,4.0,0,3,1959,4.0,106500
4,0,788,3.0,788,4.0,1,266,3.0,1941,3.0,1.0,0,7446,5,3.0,1950,0.0,1,0.0,3.0,3.0,0.0,0.0,0,1.0,3.0,0,2,0,5.0,100000
5,1,1034,3.0,735,4.0,1,0,3.0,1940,17.0,1.0,299,10134,6,0.0,1950,1.0,1,1.0,3.0,3.0,60.0,4.0,0,1.0,3.0,0,2,1940,6.0,109000
5,1,1144,3.0,1144,4.0,1,739,3.0,1956,7.0,1.0,0,9571,6,0.0,1956,1.0,1,5.0,3.0,3.0,68.0,4.0,1,1.0,0.0,0,3,1956,1.0,129000
5,2,894,3.0,894,4.0,1,777,3.0,1972,5.0,1.0,0,7200,5,0.0,1972,2.0,1,1.0,2.0,3.0,60.0,4.0,0,1.0,0.0,0,2,1985,5.0,123000
5,1,1812,3.0,864,4.0,2,540,3.0,1962,12.0,1.0,936,7590,5,3.0,1962,2.0,1,5.0,3.0,3.0,69.0,4.0,0,1.0,3.0,0,4,1962,0.0,169500
5,1,1077,3.0,961,1.0,1,0,3.0,1920,9.0,1.0,0,8967,2,0.0,1950,1.0,1,1.0,3.0,4.0,60.0,0.0,0,1.0,3.0,0,2,1920,6.0,67000
7,2,1550,2.0,1092,2.0,2,812,2.0,2006,21.0,1.0,438,8125,5,0.0,2007,3.0,1,5.0,3.0,1.0,65.0,4.0,1,1.0,3.0,0,2,2007,2.0,241000
8,2,1288,2.0,1260,2.0,1,786,0.0,1996,24.0,1.0,0,14963,5,4.0,1996,3.0,1,5.0,3.0,3.0,38.0,4.0,1,1.0,3.0,1,1,1996,2.0,245500
7,2,1310,2.0,1310,2.0,2,24,2.0,2005,5.0,1.0,0,8767,5,4.0,2005,3.0,1,5.0,3.0,3.0,65.0,5.0,0,1.0,0.0,0,3,2005,2.0,164990
5,1,672,3.0,672,4.0,1,0,3.0,1940,19.0,1.0,0,10200,8,0.0,1997,1.0,1,1.0,3.0,3.0,60.0,4.0,0,1.0,3.0,0,2,1940,6.0,108000
8,2,2263,2.0,1141,2.0,2,0,2.0,1998,15.0,1.0,1098,12090,5,3.0,1998,3.0,1,3.0,3.0,3.0,93.0,0.0,0,1.0,3.0,1,4,1998,6.0,258000
6,2,1572,3.0,806,2.0,2,0,3.0,1995,8.0,1.0,766,10364,5,3.0,1996,3.0,1,3.0,3.0,3.0,0.0,4.0,0,1.0,3.0,1,3,1995,6.0,168000
4,2,1620,3.0,1281,4.0,2,1116,3.0,1976,19.0,1.0,0,9991,4,3.0,1993,1.0,1,5.0,3.0,3.0,0.0,4.0,1,1.0,3.0,0,3,1993,1.0,150000
