OverallQual,GarageCars,ExterQual,BsmtQual,GrLivArea,GarageFinish,FullBath,GarageType,FireplaceQu,KitchenQual,TotalBsmtSF,2ndFlrSF,CentralAir,1stFlrSF,BsmtFinSF1,TotRmsAbvGrd,YearRemodAdd,Fireplaces,LandContour,YearBuilt,BsmtFinType1,GarageCond,LotArea,BsmtExposure,GarageArea,HalfBath,KitchenAbvGr,MSZoning,Neighborhood,OpenPorchSF,SalePrice
6,1,3.0,4.0,1396,1.0,1,1.0,0.0,3.0,698,698,1.0,698,0,7,2003,0,3.0,1915,6.0,5.0,8730,3.0,384,0,1,3.0,3.0,0,153575
8,2,2.0,2.0,1919,2.0,2,5.0,4.0,2.0,1079,840,1.0,1079,0,8,2006,1,3.0,2006,6.0,5.0,15611,0.0,685,1,1,3.0,5.0,51,233230
5,0,3.0,4.0,1716,0.0,2,0.0,0.0,1.0,780,780,0.0,936,210,9,2000,0,0.0,1912,5.0,3.0,5687,3.0,0,0,1,3.0,18.0,184,135900
5,1,3.0,4.0,1716,1.0,1,5.0,4.0,3.0,768,568,1.0,1148,292,8,2008,1,3.0,1949,3.0,5.0,11409,3.0,281,1,1,3.0,7.0,0,131000
7,2,3.0,4.0,2263,3.0,2,5.0,3.0,2.0,795,795,1.0,1468,795,9,1994,1,3.0,1977,0.0,5.0,16659,3.0,539,1,1,3.0,14.0,250,235000
6,2,3.0,4.0,1644,3.0,1,5.0,4.0,3.0,1416,0,1.0,1644,1285,7,1953,2,3.0,1953,2.0,5.0,9600,3.0,418,0,1,3.0,12.0,0,167000
6,2,3.0,4.0,1003,1.0,1,1.0,0.0,3.0,1003,0,1.0,1003,819,6,1984,0,3.0,1984,2.0,5.0,7937,0.0,588,0,1,3.0,11.0,0,142500
5,1,3.0,4.0,1558,1.0,1,5.0,0.0,3.0,910,648,1.0,910,420,6,1950,0,3.0,1950,1.0,5.0,13710,3.0,282,1,1,4.0,9.0,0,152000
7,2,2.0,2.0,1950,2.0,2,1.0,3.0,2.0,975,975,1.0,975,649,7,1998,1,3.0,1997,1.0,5.0,7399,3.0,576,1,1,1.0,21.0,10,239000
6,2,2.0,4.0,1743,1.0,1,5.0,4.0,3.0,702,702,1.0,1041,384,7,1968,1,3.0,1968,0.0,5.0,11700,3.0,539,2,1,3.0,14.0,0,175000
6,1,3.0,4.0,1152,1.0,1,5.0,4.0,2.0,1092,0,1.0,1152,0,6,2004,1,3.0,1950,6.0,5.0,14000,3.0,300,0,1,3.0,6.0,36,158500
5,1,3.0,4.0,1336,1.0,1,5.0,4.0,3.0,1165,0,1.0,1336,841,5,1953,2,3.0,1953,1.0,5.0,15750,2.0,375,0,1,3.0,6.0,0,157000
8,2,2.0,2.0,2452,3.0,2,3.0,3.0,2.0,1028,1242,1.0,1210,281,9,1999,1,3.0,1998,2.0,5.0,16226,3.0,683,1,1,3.0,5.0,50,267000
7,3,2.0,2.0,1541,2.0,2,5.0,3.0,2.0,1541,0,1.0,1541,0,6,2002,1,3.0,2001,6.0,5.0,13704,3.0,843,0,1,3.0,5.0,81,205000
5,2,3.0,4.0,894,1.0,1,5.0,0.0,3.0,894,0,1.0,894,894,5,1972,0,3.0,1972,0.0,5.0,9800,3.0,552,0,1,3.0,5.0,0,149900
7,3,3.0,4.0,3493,1.0,3,5.0,5.0,2.0,1470,1818,1.0,1675,0,10,2002,1,3.0,1880,6.0,5.0,18386,3.0,870,0,1,4.0,17.0,0,295000
8,3,2.0,2.0,2000,3.0,2,5.0,0.0,2.0,2000,0,1.0,2000,1464,8,2005,0,3.0,2004,2.0,5.0,10386,3.0,888,0,1,3.0,5.0,0,305900
7,3,2.0,2.0,2243,2.0,2,5.0,3.0,2.0,700,1121,1.0,1122,700,8,1991,1,3.0,1990,0.0,5.0,13474,3.0,746,1,1,3.0,20.0,44,225000
6,0,3.0,4.0,1406,0.0,1,0.0,0.0,1.0,319,371,1.0,1035,0,6,1950,0,3.0,1920,6.0,3.0,7920,3.0,0,0,1,4.0,9.0,144,89500
4,2,3.0,4.0,861,1.0,1,1.0,0.0,3.0,861,0,1.0,861,262,4,1950,0,3.0,1940,1.0,5.0,12342,3.0,539,0,1,3.0,7.0,0,82500
9,3,2.0,0.0,1944,3.0,2,5.0,5.0,0.0,1896,0,1.0,1944,1274,8,2004,3,3.0,2003,2.0,5.0,12378,1.0,708,0,1,3.0,16.0,175,360000
6,2,3.0,2.0,1501,3.0,2,5.0,3.0,2.0,697,804,1.0,697,518,6,1994,1,3.0,1993,0.0,5.0,7685,3.0,420,1,1,3.0,8.0,63,165600
6,1,3.0,4.0,972,1.0,1,1.0,4.0,3.0,972,0,1.0,972,680,5,2002,1,3.0,1948,0.0,5.0,8000,3.0,240,0,1,3.0,12.0,0,132000
5,2,3.0,2.0,1118,1.0,1,1.0,4.0,3.0,793,325,1.0,793,507,5,1950,1,3.0,1939,5.0,5.0,7800,2.0,410,0,1,4.0,17.0,0,119900
7,2,3.0,2.0,2036,2.0,2,5.0,4.0,3.0,2136,0,1.0,2036,1236,8,1965,2,2.0,1965,0.0,5.0,215245,1.0,513,0,1,3.0,23.0,0,375000
7,2,3.0,4.0,1641,1.0,1,1.0,4.0,0.0,728,809,1.0,832,16,6,1990,1,3.0,1925,3.0,5.0,9600,3.0,546,1,1,4.0,17.0,0,178000
7,2,2.0,2.0,1432,3.0,2,5.0,4.0,2.0,716,716,1.0,716,425,6,2005,1,3.0,2004,2.0,5.0,7795,3.0,432,1,1,3.0,8.0,51,188500
7,2,2.0,2.0,2353,2.0,2,5.0,3.0,0.0,845,1200,1.0,1153,692,10,1980,1,3.0,1980,2.0,5.0,13005,3.0,484,1,1,3.0,14.0,195,260000
8,3,2.0,2.0,1959,2.0,2,5.0,4.0,2.0,1088,871,1.0,1088,0,8,2006,1,3.0,2006,6.0,5.0,9000,0.0,1025,1,1,1.0,21.0,46,270000
7,3,2.0,2.0,2646,2.0,2,5.0,3.0,2.0,1347,1274,1.0,1372,987,9,1993,1,2.0,1993,2.0,5.0,9900,1.0,656,1,1,3.0,15.0,60,260000
7,2,3.0,2.0,1472,1.0,2,5.0,3.0,3.0,1372,0,1.0,1472,1036,6,1980,2,3.0,1980,2.0,5.0,14115,0.0,588,0,1,3.0,14.0,48,187500
9,3,3.0,0.0,2596,2.0,3,5.0,0.0,2.0,1249,1347,1.0,1249,0,9,2006,0,3.0,2006,6.0,5.0,16259,0.0,840,1,1,3.0,16.0,154,342643
8,3,2.0,0.0,2468,3.0,2,3.0,4.0,2.0,1136,1332,1.0,1136,970,10,2004,1,3.0,2004,2.0,5.0,12099,0.0,872,1,1,3.0,16.0,154,354000
7,2,2.0,4.0,2730,3.0,2,5.0,3.0,2.0,1502,1177,1.0,1553,28,8,1987,1,3.0,1986,3.0,5.0,10380,1.0,576,1,1,3.0,20.0,96,301000
3,1,3.0,4.0,1163,1.0,1,5.0,0.0,3.0,1162,0,1.0,1163,256,6,2005,0,3.0,1955,0.0,5.0,5820,3.0,220,0,1,4.0,17.0,98,126175
7,2,2.0,2.0,2978,3.0,2,3.0,4.0,2.0,710,1080,1.0,1898,0,11,2007,1,3.0,1967,6.0,5.0,11275,3.0,564,1,1,3.0,12.0,0,242000
5,2,3.0,4.0,803,1.0,1,1.0,0.0,3.0,720,0,0.0,803,116,5,1950,0,3.0,1941,1.0,5.0,5000,0.0,360,0,1,4.0,9.0,0,87000
8,2,2.0,2.0,1719,3.0,1,5.0,4.0,2.0,1719,0,1.0,1719,1619,6,1993,2,3.0,1993,2.0,5.0,10846,1.0,473,1,1,3.0,24.0,30,324000
6,1,3.0,4.0,1383,2.0,1,5.0,0.0,3.0,1383,0,1.0,1383,565,7,1960,0,3.0,1960,5.0,5.0,11600,3.0,292,1,1,3.0,12.0,45,145250
6,2,3.0,4.0,2134,1.0,2,1.0,0.0,2.0,844,689,0.0,1445,0,10,1994,0,0.0,1916,6.0,5.0,11888,3.0,441,0,1,3.0,3.0,60,214500
5,1,3.0,4.0,1192,1.0,1,1.0,0.0,3.0,596,596,0.0,596,0,6,1950,0,3.0,1920,6.0,1.0,6402,2.0,189,0,1,4.0,9.0,0,78000
5,1,3.0,4.0,1728,1.0,2,1.0,0.0,3.0,1728,0,1.0,1728,40,10,1964,0,3.0,1964,2.0,5.0,10624,3.0,352,0,2,3.0,12.0,0,119000
5,1,3.0,4.0,1056,2.0,1,5.0,0.0,3.0,1056,0,1.0,1056,846,6,1992,0,3.0,1958,5.0,5.0,8176,3.0,308,0,1,3.0,12.0,0,139000
8,3,2.0,2.0,1629,2.0,2,5.0,4.0,2.0,3206,0,1.0,1629,1124,7,2004,1,3.0,2003,2.0,5.0,10655,3.0,880,0,1,3.0,16.0,0,284000
7,2,2.0,2.0,1358,2.0,2,5.0,4.0,2.0,1358,0,1.0,1358,720,6,2004,1,3.0,2004,2.0,5.0,8198,0.0,484,0,1,4.0,16.0,30,207000
6,2,3.0,2.0,1638,3.0,2,5.0,3.0,3.0,943,695,1.0,943,828,7,1998,2,3.0,1998,2.0,5.0,9042,1.0,472,1,1,3.0,8.0,38,192000
5,2,3.0,4.0,1786,3.0,2,5.0,4.0,3.0,1499,167,1.0,1619,1249,7,1965,2,1.0,1965,0.0,5.0,164660,1.0,529,0,1,3.0,23.0,0,228950
9,3,2.0,0.0,1922,3.0,2,5.0,4.0,2.0,1922,0,1.0,1922,1249,8,2006,1,1.0,2005,2.0,5.0,14157,1.0,676,0,1,3.0,22.0,51,377426
7,2,2.0,2.0,1536,2.0,2,5.0,0.0,2.0,1536,0,1.0,1536,810,7,2003,0,3.0,2002,2.0,5.0,9135,0.0,532,0,1,3.0,5.0,74,214000
7,2,2.0,2.0,1621,2.0,2,5.0,0.0,2.0,1208,0,1.0,1621,213,8,1998,0,3.0,1984,0.0,5.0,14145,2.0,440,0,1,3.0,14.0,45,202500
6,1,3.0,4.0,1215,1.0,1,5.0,0.0,3.0,1215,0,1.0,1215,585,6,1998,0,3.0,1958,5.0,5.0,12400,3.0,297,0,1,3.0,12.0,0,155000
8,2,2.0,2.0,1908,3.0,2,5.0,0.0,2.0,967,915,1.0,993,0,9,2002,0,3.0,2002,6.0,5.0,14191,3.0,431,1,1,3.0,23.0,0,202900
4,1,1.0,4.0,841,1.0,1,2.0,0.0,3.0,721,0,1.0,841,0,4,1950,0,3.0,1950,6.0,5.0,8400,3.0,294,0,1,2.0,20.0,0,82000
3,2,3.0,3.0,1040,1.0,2,1.0,0.0,3.0,0,0,0.0,1040,0,6,1950,0,3.0,1949,4.0,5.0,8544,4.0,400,0,2,3.0,12.0,0,87500
9,2,0.0,0.0,1684,2.0,2,5.0,5.0,0.0,1684,0,1.0,1684,28,6,2005,1,3.0,2005,2.0,5.0,8849,3.0,564,0,1,3.0,16.0,72,266000
5,1,3.0,2.0,1112,1.0,1,5.0,0.0,3.0,536,576,1.0,536,129,4,1976,0,3.0,1976,5.0,5.0,2592,3.0,336,1,1,4.0,10.0,0,85000
6,1,3.0,4.0,1577,1.0,1,1.0,4.0,1.0,972,605,1.0,972,0,6,1950,1,3.0,1939,6.0,5.0,6435,3.0,312,0,1,3.0,3.0,0,140200
6,1,3.0,4.0,958,2.0,1,5.0,0.0,3.0,958,0,1.0,958,498,5,1998,0,3.0,1960,1.0,5.0,12772,2.0,301,0,1,3.0,12.0,0,151500
6,2,3.0,4.0,1478,1.0,2,5.0,4.0,3.0,1478,0,1.0,1478,1270,6,1960,2,3.0,1960,1.0,5.0,17600,3.0,498,0,1,3.0,12.0,40,157500
7,2,2.0,2.0,1626,2.0,2,3.0,0.0,2.0,764,862,1.0,764,573,6,2004,0,3.0,2003,2.0,5.0,2448,3.0,474,1,1,3.0,16.0,27,154000
9,3,0.0,0.0,2728,3.0,2,5.0,5.0,0.0,1848,880,1.0,1848,1410,10,2006,2,3.0,2005,2.0,5.0,20431,3.0,706,1,1,3.0,16.0,0,437154
9,2,0.0,0.0,1869,2.0,2,5.0,4.0,0.0,1869,0,1.0,1869,0,6,2007,1,3.0,2007,6.0,5.0,7820,3.0,617,0,1,3.0,16.0,54,318061
7,2,3.0,2.0,1453,2.0,1,5.0,3.0,2.0,1453,0,1.0,1453,1082,6,1986,1,2.0,1986,2.0,5.0,5271,1.0,445,1,1,3.0,4.0,80,190000
5,1,3.0,4.0,1111,1.0,1,1.0,0.0,3.0,616,495,0.0,616,236,5,1950,0,3.0,1941,3.0,1.0,9084,2.0,200,0,1,3.0,7.0,0,95000
6,2,3.0,4.0,720,1.0,1,1.0,0.0,3.0,624,0,1.0,720,0,5,2003,0,3.0,1928,6.0,5.0,8520,3.0,484,0,1,4.0,17.0,0,105900
6,1,3.0,4.0,1595,1.0,1,5.0,4.0,3.0,940,403,1.0,1192,388,6,2000,2,0.0,1940,3.0,5.0,8400,3.0,240,0,1,3.0,18.0,0,140000
6,2,2.0,2.0,1200,2.0,2,5.0,0.0,2.0,1200,0,1.0,1200,334,6,1995,0,3.0,1995,0.0,5.0,11249,3.0,521,0,1,3.0,5.0,26,177500
6,2,3.0,2.0,1167,2.0,2,5.0,0.0,2.0,1158,0,1.0,1167,560,6,1992,0,3.0,1992,2.0,5.0,9248,3.0,400,0,1,3.0,8.0,26,173000
5,2,3.0,2.0,1142,3.0,1,5.0,1.0,3.0,1142,0,1.0,1142,874,6,1976,1,3.0,1976,0.0,5.0,4224,3.0,528,1,1,4.0,10.0,90,134000
5,1,3.0,4.0,1352,1.0,1,3.0,0.0,2.0,1062,0,1.0,1352,300,6,1958,0,3.0,1958,1.0,5.0,6930,0.0,288,0,1,3.0,4.0,0,130000
8,2,2.0,2.0,1924,2.0,2,5.0,3.0,2.0,1086,838,1.0,1086,956,7,1998,1,3.0,1998,2.0,5.0,12011,0.0,592,1,1,3.0,15.0,75,280000
6,2,3.0,2.0,912,2.0,1,5.0,3.0,3.0,888,0,1.0,912,773,5,1978,1,3.0,1978,2.0,5.0,7540,0.0,470,0,1,3.0,11.0,0,156000
5,1,3.0,4.0,1505,1.0,1,1.0,0.0,3.0,883,517,1.0,988,399,8,1982,0,3.0,1940,5.0,5.0,9144,3.0,240,0,1,3.0,3.0,0,145000
7,2,2.0,3.0,1922,2.0,3,3.0,5.0,2.0,0,1427,1.0,495,0,7,2003,1,3.0,2003,4.0,5.0,7301,4.0,672,0,1,3.0,7.0,0,198500
6,1,3.0,4.0,987,1.0,1,1.0,0.0,2.0,483,504,1.0,483,162,5,2007,0,3.0,1972,0.0,5.0,1680,3.0,264,1,1,4.0,2.0,0,118000
6,2,3.0,2.0,1574,3.0,2,5.0,3.0,3.0,796,784,1.0,790,712,6,1976,1,3.0,1976,2.0,5.0,18800,2.0,566,1,1,3.0,14.0,111,190000
5,1,3.0,4.0,1344,1.0,1,1.0,0.0,3.0,672,672,1.0,672,456,6,1997,0,3.0,1920,5.0,1.0,10690,3.0,468,0,1,4.0,9.0,128,147000
6,2,3.0,2.0,1394,2.0,1,5.0,4.0,3.0,1394,0,1.0,1394,609,6,1963,2,3.0,1963,1.0,5.0,9500,3.0,514,1,1,3.0,12.0,76,159000
6,1,3.0,2.0,1431,2.0,1,4.0,4.0,3.0,1099,0,1.0,1431,371,6,1962,1,3.0,1962,2.0,5.0,9150,1.0,296,0,1,3.0,12.0,110,165000
5,1,3.0,4.0,1268,3.0,1,5.0,4.0,3.0,1268,0,1.0,1268,540,7,1954,1,3.0,1954,3.0,5.0,7800,3.0,244,0,1,3.0,12.0,98,132000
5,2,3.0,4.0,1287,3.0,1,1.0,4.0,2.0,1063,0,1.0,1287,72,7,2006,1,3.0,1959,0.0,5.0,9830,3.0,576,0,1,3.0,12.0,17,162000
6,2,3.0,2.0,1664,2.0,2,5.0,3.0,3.0,953,711,1.0,953,0,7,2000,1,3.0,2000,6.0,5.0,8121,3.0,460,1,1,3.0,8.0,40,172400
4,2,3.0,3.0,1588,3.0,2,1.0,4.0,3.0,0,468,1.0,1120,0,7,1959,1,3.0,1959,4.0,5.0,17120,4.0,680,0,1,3.0,4.0,59,134432
6,1,3.0,2.0,752,1.0,1,5.0,0.0,3.0,744,0,1.0,752,623,4,1984,0,3.0,1984,0.0,5.0,7175,3.0,264,0,1,3.0,20.0,0,125000
5,1,3.0,4.0,1319,1.0,1,5.0,0.0,3.0,608,0,1.0,1319,428,5,1953,0,3.0,1953,1.0,5.0,10634,3.0,270,0,1,3.0,12.0,0,123000
7,2,2.0,2.0,1928,3.0,2,3.0,4.0,2.0,847,1081,1.0,847,0,8,2004,1,3.0,2003,6.0,5.0,8200,3.0,434,1,1,3.0,5.0,48,219500
1,0,1.0,1.0,904,0.0,0,0.0,0.0,1.0,683,0,0.0,904,350,4,1950,0,2.0,1922,1.0,3.0,10020,1.0,0,1,1,3.0,7.0,0,61000
5,2,2.0,2.0,914,1.0,1,1.0,0.0,3.0,870,0,1.0,914,298,5,1996,0,3.0,1996,2.0,5.0,8846,0.0,576,0,1,3.0,5.0,0,148000
8,2,2.0,2.0,2466,2.0,3,5.0,4.0,2.0,1580,886,1.0,1580,0,8,2005,1,3.0,2004,6.0,5.0,11143,3.0,610,0,1,1.0,21.0,214,340000
9,3,2.0,0.0,1856,3.0,1,5.0,5.0,0.0,1856,0,1.0,1856,1445,8,2010,1,3.0,2010,2.0,5.0,11394,0.0,834,1,1,3.0,22.0,0,394432
6,2,3.0,2.0,1800,3.0,2,5.0,3.0,3.0,982,793,1.0,1007,0,7,2000,1,3.0,2000,6.0,5.0,8123,3.0,463,1,1,3.0,8.0,63,179000
5,1,3.0,4.0,1691,1.0,2,1.0,4.0,2.0,1026,665,1.0,1026,218,6,1950,1,3.0,1924,3.0,5.0,5000,3.0,308,0,1,3.0,18.0,0,127000
7,2,2.0,2.0,1301,2.0,2,5.0,4.0,2.0,1293,0,1.0,1301,0,5,2006,1,3.0,2006,6.0,5.0,7200,3.0,572,0,1,1.0,21.0,121,187750
7,2,2.0,2.0,1797,2.0,2,5.0,0.0,2.0,939,858,1.0,939,0,8,2006,0,3.0,2006,6.0,5.0,9245,0.0,639,1,1,3.0,5.0,53,213500
6,2,3.0,1.0,784,1.0,1,1.0,0.0,3.0,784,0,0.0,784,0,5,1950,0,3.0,1928,6.0,1.0,9000,3.0,360,0,1,2.0,20.0,0,76000
6,2,2.0,2.0,1953,3.0,2,5.0,2.0,2.0,1580,874,1.0,1079,985,9,1992,2,2.0,1992,2.0,5.0,53107,0.0,501,1,1,3.0,4.0,231,240000
8,2,2.0,2.0,1269,3.0,2,5.0,3.0,2.0,1256,0,1.0,1269,24,6,2005,1,3.0,2004,2.0,5.0,3182,3.0,430,0,1,3.0,0.0,20,192000
5,0,3.0,4.0,1184,0.0,1,0.0,0.0,3.0,658,526,1.0,658,0,8,1996,0,3.0,1910,6.0,3.0,8410,3.0,0,0,1,3.0,7.0,151,81000
6,1,3.0,4.0,1125,1.0,1,1.0,2.0,3.0,1041,0,1.0,1125,631,6,1976,1,3.0,1976,0.0,5.0,7200,0.0,352,0,1,3.0,7.0,0,125000
7,2,2.0,2.0,1479,2.0,2,5.0,0.0,2.0,1468,0,1.0,1479,0,6,2000,0,3.0,1999,6.0,5.0,9382,3.0,577,0,1,3.0,5.0,25,191000
10,3,0.0,0.0,2332,3.0,2,3.0,5.0,0.0,1682,590,1.0,1742,1280,9,2008,1,3.0,2007,2.0,5.0,12474,0.0,846,1,1,3.0,16.0,134,426000
5,1,3.0,4.0,1367,1.0,1,1.0,0.0,3.0,861,406,1.0,961,241,7,1950,0,3.0,1900,5.0,5.0,8405,3.0,384,0,1,3.0,7.0,130,119000
6,2,3.0,0.0,1961,3.0,2,3.0,3.0,2.0,804,1157,1.0,804,690,7,2002,1,3.0,2001,0.0,5.0,12209,3.0,560,1,1,3.0,11.0,192,215000
5,1,3.0,3.0,882,2.0,1,5.0,0.0,3.0,0,0,1.0,882,0,5,1959,0,3.0,1959,4.0,5.0,8339,4.0,294,0,1,3.0,12.0,0,106500
4,0,3.0,4.0,788,0.0,1,0.0,3.0,3.0,788,0,1.0,788,266,4,1950,2,3.0,1941,5.0,3.0,7446,3.0,0,0,1,3.0,3.0,0,100000
5,1,3.0,4.0,1034,1.0,1,1.0,0.0,3.0,735,299,1.0,735,0,5,1950,0,3.0,1940,6.0,5.0,10134,3.0,240,0,1,3.0,17.0,39,109000
5,1,3.0,4.0,1144,1.0,1,5.0,0.0,3.0,1144,0,1.0,1144,739,6,1956,0,3.0,1956,1.0,5.0,9571,0.0,596,0,1,3.0,7.0,0,129000
5,2,3.0,4.0,894,2.0,1,1.0,0.0,3.0,894,0,1.0,894,777,6,1972,0,2.0,1972,5.0,5.0,7200,0.0,600,0,1,3.0,5.0,0,123000
5,1,3.0,4.0,1812,2.0,2,5.0,3.0,3.0,864,936,1.0,876,540,8,1962,1,3.0,1962,0.0,5.0,7590,3.0,264,0,1,3.0,12.0,168,169500
5,1,3.0,1.0,1077,1.0,1,1.0,0.0,3.0,961,0,1.0,1077,0,6,1950,0,3.0,1920,6.0,4.0,8967,3.0,338,0,1,4.0,9.0,0,67000
7,2,2.0,2.0,1550,3.0,2,5.0,0.0,2.0,1092,438,1.0,1112,812,7,2007,0,3.0,2006,2.0,5.0,8125,3.0,438,0,1,1.0,21.0,168,241000
8,2,2.0,2.0,1288,3.0,1,5.0,4.0,0.0,1260,0,1.0,1288,786,4,1996,2,3.0,1996,2.0,5.0,14963,3.0,500,1,1,3.0,24.0,30,245500
7,2,2.0,2.0,1310,3.0,2,5.0,4.0,2.0,1310,0,1.0,1310,24,6,2005,1,3.0,2005,2.0,5.0,8767,0.0,400,0,1,3.0,5.0,0,164990
5,1,3.0,4.0,672,1.0,1,1.0,0.0,3.0,672,0,1.0,672,0,4,1997,0,3.0,1940,6.0,5.0,10200,3.0,240,0,1,3.0,19.0,0,108000
8,2,2.0,2.0,2263,3.0,2,3.0,3.0,2.0,1141,1098,1.0,1165,0,10,1998,1,3.0,1998,6.0,5.0,12090,3.0,420,1,1,3.0,15.0,123,258000
6,2,3.0,2.0,1572,3.0,2,3.0,3.0,3.0,806,766,1.0,806,0,7,1996,1,3.0,1995,6.0,5.0,10364,3.0,373,1,1,3.0,8.0,40,168000
4,2,3.0,4.0,1620,1.0,2,5.0,3.0,3.0,1281,0,1.0,1620,1116,8,1993,1,3.0,1976,1.0,5.0,9991,3.0,490,0,1,3.0,19.0,78,150000
6,1,3.0,4.0,1639,1.0,1,1.0,0.0,3.0,1064,0,1.0,1166,0,6,1950,0,3.0,1936,6.0,5.0,10480,3.0,240,0,1,3.0,18.0,0,115000
6,1,3.0,2.0,1680,1.0,2,5.0,0.0,3.0,840,840,1.0,840,0,8,1976,0,3.0,1915,6.0,5.0,15576,3.0,308,0,1,3.0,6.0,0,177000
7,3,2.0,0.0,2172,2.0,2,5.0,4.0,2.0,1063,1101,1.0,1071,0,9,2006,1,3.0,2006,6.0,5.0,14154,3.0,947,1,1,3.0,16.0,62,280000
8,3,2.0,0.0,2078,3.0,2,5.0,4.0,0.0,1034,1028,1.0,1050,789,8,2008,1,3.0,2007,2.0,5.0,10800,3.0,836,1,1,1.0,21.0,102,339750
5,1,3.0,4.0,1276,1.0,1,5.0,0.0,3.0,1276,0,1.0,1276,0,5,1958,0,3.0,1958,6.0,5.0,9571,3.0,350,0,1,3.0,7.0,0,60000
5,2,3.0,4.0,1056,3.0,1,5.0,0.0,3.0,1056,0,0.0,1056,1056,5,1955,0,0.0,1955,5.0,5.0,34650,2.0,572,0,1,3.0,8.0,0,145000
7,2,0.0,0.0,1478,3.0,2,5.0,4.0,2.0,1470,0,1.0,1478,578,7,2009,1,3.0,2009,2.0,5.0,4403,0.0,484,1,1,1.0,21.0,144,222000
5,2,3.0,4.0,1028,1.0,1,1.0,4.0,3.0,1008,0,1.0,1028,0,5,1950,1,3.0,1927,6.0,5.0,8960,3.0,360,0,1,4.0,17.0,0,115000
7,3,2.0,2.0,2097,1.0,2,5.0,3.0,2.0,1080,1017,1.0,1080,50,9,1993,1,3.0,1993,1.0,5.0,11228,3.0,678,1,1,3.0,20.0,187,228000
7,2,2.0,2.0,1340,3.0,2,5.0,0.0,2.0,1340,0,1.0,1340,24,6,2007,0,3.0,2007,2.0,5.0,8899,0.0,396,0,1,3.0,8.0,30,181134
6,2,3.0,4.0,1400,3.0,1,5.0,3.0,3.0,672,728,1.0,672,209,6,1978,1,3.0,1978,0.0,5.0,7844,3.0,440,1,1,3.0,19.0,0,149500
6,3,3.0,2.0,2624,1.0,2,1.0,4.0,3.0,1370,1254,0.0,1370,1128,10,1950,1,3.0,1918,1.0,5.0,22420,3.0,864,1,1,3.0,6.0,0,239000
5,1,3.0,4.0,1134,1.0,1,1.0,0.0,3.0,756,378,0.0,756,312,7,1950,0,3.0,1940,0.0,5.0,8160,3.0,240,1,1,3.0,7.0,0,126000
5,1,3.0,4.0,1056,1.0,1,5.0,2.0,3.0,1056,0,1.0,1056,775,6,1968,1,3.0,1968,1.0,5.0,8450,3.0,304,0,1,3.0,12.0,85,142000
7,4,3.0,2.0,1344,3.0,2,5.0,0.0,3.0,1344,0,1.0,1344,1309,8,1998,0,3.0,1997,2.0,5.0,7060,1.0,784,0,2,4.0,11.0,0,206300
6,2,2.0,2.0,1602,3.0,2,5.0,3.0,2.0,1602,0,1.0,1602,1246,8,2000,1,3.0,1977,0.0,5.0,16635,3.0,529,0,1,3.0,14.0,0,215000
5,2,3.0,4.0,988,2.0,1,5.0,0.0,3.0,988,0,1.0,988,0,4,1954,0,1.0,1954,6.0,5.0,21750,3.0,520,0,1,3.0,11.0,0,113000
8,3,2.0,2.0,2630,3.0,2,5.0,3.0,2.0,1470,1160,1.0,1470,986,8,1998,1,3.0,1998,2.0,5.0,9200,3.0,696,1,1,3.0,15.0,66,315000
6,1,3.0,2.0,1196,2.0,1,5.0,4.0,3.0,1196,0,1.0,1196,616,6,1956,1,3.0,1956,3.0,5.0,9000,3.0,297,0,1,3.0,12.0,44,139000
7,1,3.0,4.0,1389,1.0,1,1.0,4.0,3.0,651,682,1.0,707,0,6,1992,2,1.0,1946,6.0,5.0,3378,3.0,240,1,1,4.0,17.0,0,135000
7,2,2.0,2.0,1644,3.0,2,5.0,3.0,2.0,1518,0,1.0,1644,1518,5,1989,1,2.0,1989,2.0,5.0,12800,1.0,569,0,1,3.0,20.0,0,275000
4,1,3.0,4.0,907,1.0,1,1.0,0.0,3.0,907,0,1.0,907,288,5,1957,0,3.0,1957,5.0,5.0,8593,3.0,352,0,1,3.0,12.0,0,109008
7,2,2.0,2.0,1208,2.0,2,5.0,0.0,2.0,1208,0,1.0,1208,664,6,2007,0,3.0,2007,2.0,5.0,6762,3.0,628,0,1,3.0,5.0,54,195400
6,2,3.0,2.0,1412,1.0,2,5.0,3.0,2.0,1392,0,1.0,1412,1005,6,1988,1,3.0,1988,2.0,5.0,11457,2.0,576,0,1,3.0,23.0,0,175000
6,1,3.0,4.0,987,1.0,1,1.0,0.0,3.0,483,504,1.0,483,387,4,1971,0,3.0,1971,0.0,5.0,1680,3.0,264,1,1,4.0,2.0,0,85400
6,0,3.0,4.0,1198,0.0,1,0.0,0.0,3.0,901,110,1.0,1088,0,7,1998,0,0.0,1920,6.0,3.0,5586,3.0,0,0,1,4.0,17.0,98,79900
5,2,3.0,4.0,1365,1.0,1,1.0,0.0,3.0,765,600,1.0,765,471,6,1971,0,3.0,1971,0.0,5.0,1920,3.0,440,1,1,4.0,2.0,36,122500
6,2,3.0,2.0,1604,3.0,2,5.0,3.0,3.0,926,678,1.0,926,0,7,1998,1,3.0,1997,6.0,5.0,10839,3.0,470,1,1,3.0,8.0,36,181000
4,0,3.0,2.0,630,0.0,1,0.0,0.0,3.0,630,0,1.0,630,495,3,1972,0,3.0,1972,0.0,3.0,1890,0.0,0,0,1,4.0,10.0,0,81000
